序號,答案
20240119165001,806.69662
20240224090001,228.99478
20240224091001,248.08891
20240224092001,275.55005
20240224093001,282.29965
20240224094001,388.67602
20240224095001,443.11446
20240224100001,480.66441
20240224101001,646.01921
20240224102001,600.00784
20240224103001,578.38937
20240224104001,580.43066
20240224105001,616.94454
20240224110001,583.38978
20240224111001,537.23746
20240224112001,537.98238
20240224113001,575.3863
20240224114001,520.49163
20240224115001,436.25488
20240224120001,457.7609
20240224121001,460.84549
20240224122001,550.64605
20240224123001,462.33885
20240224124001,375.53169
20240224125001,367.74132
20240224130001,386.39293
20240224131001,383.83366
20240224132001,396.33081
20240224133001,393.47036
20240224134001,402.09667
20240224135001,401.3951
20240224140001,284.9202
20240224141001,266.69268
20240224142001,263.39119
20240224143001,263.192
20240224144001,255.20032
20240224145001,259.68734
20240224150001,302.94174
20240224151001,317.24364
20240224152001,323.10133
20240224153001,256.38097
20240224154001,237.20243
20240224155001,244.05036
20240224160001,751.02651
20240224161001,890.30108
20240224162001,967.14242
20240224163001,964.30448
20240224164001,932.62259
20240224165001,806.69662
20240226090001,219.27787
20240226091001,240.58305
20240226092001,281.8928
20240226093001,281.81217
20240226094001,377.40795
20240226095001,349.03742
20240226100001,341.39411
20240226101001,561.81794
20240226102001,578.63093
20240226103001,573.98977
20240226104001,580.27114
20240226105001,623.25206
20240226110001,583.38978
20240226111001,537.23746
20240226112001,537.98238
20240226113001,575.3863
20240226114001,520.49163
20240226115001,436.25488
20240226120001,457.7609
20240226121001,460.84549
20240226122001,550.64605
20240226123001,462.33885
20240226124001,375.53169
20240226125001,367.74132
20240226130001,386.39293
20240226131001,383.83366
20240226132001,396.33081
20240226133001,393.47036
20240226134001,402.09667
20240226135001,401.3951
20240226140001,284.9202
20240226141001,266.69268
20240226142001,263.39119
20240226143001,263.192
20240226144001,255.20032
20240226145001,259.68734
20240226150001,302.94174
20240226151001,317.24364
20240226152001,323.10133
20240226153001,256.38097
20240226154001,237.20243
20240226155001,244.05036
20240226160001,751.02651
20240226161001,890.30108
20240226162001,967.14242
20240226163001,964.30448
20240226164001,932.62259
20240226165001,806.69662
20240327090001,286.56817
20240327091001,277.8525
20240327092001,242.18607
20240327093001,245.07971
20240327094001,283.894
20240327095001,446.55184
20240327100001,528.4754
20240327101001,628.56591
20240327102001,597.01663
20240327103001,578.99609
20240327104001,564.89531
20240327105001,611.38924
20240327110001,583.38978
20240327111001,537.23746
20240327112001,537.98238
20240327113001,575.3863
20240327114001,520.49163
20240327115001,436.25488
20240327120001,457.7609
20240327121001,460.84549
20240327122001,550.64605
20240327123001,462.33885
20240327124001,375.53169
20240327125001,367.74132
20240327130001,386.39293
20240327131001,383.83366
20240327132001,396.33081
20240327133001,393.47036
20240327134001,402.09667
20240327135001,401.3951
20240327140001,284.9202
20240327141001,266.69268
20240327142001,263.39119
20240327143001,263.192
20240327144001,255.20032
20240327145001,259.68734
20240327150001,302.94174
20240327151001,317.24364
20240327152001,323.10133
20240327153001,256.38097
20240327154001,237.20243
20240327155001,244.05036
20240327160001,751.02651
20240327161001,890.30108
20240327162001,967.14242
20240327163001,964.30448
20240327164001,932.62259
20240327165001,806.69662
20240329090001,208.47292
20240329091001,319.2625
20240329092001,243.60739
20240329093001,245.29389
20240329094001,285.51899
20240329095001,475.51704
20240329100001,508.45991
20240329101001,627.91957
20240329102001,571.52299
20240329103001,570.50215
20240329104001,572.75205
20240329105001,617.89487
20240329110001,583.38978
20240329111001,537.23746
20240329112001,537.98238
20240329113001,575.3863
20240329114001,520.49163
20240329115001,436.25488
20240329120001,457.7609
20240329121001,460.84549
20240329122001,550.64605
20240329123001,462.33885
20240329124001,375.53169
20240329125001,367.74132
20240329130001,386.39293
20240329131001,383.83366
20240329132001,396.33081
20240329133001,393.47036
20240329134001,402.09667
20240329135001,401.3951
20240329140001,284.9202
20240329141001,266.69268
20240329142001,263.39119
20240329143001,263.192
20240329144001,255.20032
20240329145001,259.68734
20240329150001,302.94174
20240329151001,317.24364
20240329152001,323.10133
20240329153001,256.38097
20240329154001,237.20243
20240329155001,244.05036
20240329160001,751.02651
20240329161001,890.30108
20240329162001,967.14242
20240329163001,964.30448
20240329164001,932.62259
20240329165001,806.69662
20240428090001,313.66008
20240428091001,244.02853
20240428092001,235.8462
20240428093001,288.03934
20240428094001,359.02481
20240428095001,522.55126
20240428100001,618.13616
20240428101001,698.36485
20240428102001,598.22307
20240428103001,577.81656
20240428104001,563.43282
20240428105001,614.84575
20240428110001,583.38978
20240428111001,537.23746
20240428112001,537.98238
20240428113001,575.3863
20240428114001,520.49163
20240428115001,436.25488
20240428120001,457.7609
20240428121001,460.84549
20240428122001,550.64605
20240428123001,462.33885
20240428124001,375.53169
20240428125001,367.74132
20240428130001,386.39293
20240428131001,383.83366
20240428132001,396.33081
20240428133001,393.47036
20240428134001,402.09667
20240428135001,401.3951
20240428140001,284.9202
20240428141001,266.69268
20240428142001,263.39119
20240428143001,263.192
20240428144001,255.20032
20240428145001,259.68734
20240428150001,302.94174
20240428151001,317.24364
20240428152001,323.10133
20240428153001,256.38097
20240428154001,237.20243
20240428155001,244.05036
20240428160001,751.02651
20240428161001,890.30108
20240428162001,967.14242
20240428163001,964.30448
20240428164001,932.62259
20240428165001,806.69662
20240430090001,710.79817
20240430091001,242.77839
20240430092001,237.72552
20240430093001,441.13796
20240430094001,567.70317
20240430095001,346.99658
20240430100001,652.70025
20240430101001,787.06096
20240430102001,690.68767
20240430103001,548.32815
20240430104001,515.15624
20240430105001,583.79034
20240430110001,583.38978
20240430111001,537.23746
20240430112001,537.98238
20240430113001,575.3863
20240430114001,520.49163
20240430115001,436.25488
20240430120001,457.7609
20240430121001,460.84549
20240430122001,550.64605
20240430123001,462.33885
20240430124001,375.53169
20240430125001,367.74132
20240430130001,386.39293
20240430131001,383.83366
20240430132001,396.33081
20240430133001,393.47036
20240430134001,402.09667
20240430135001,401.3951
20240430140001,284.9202
20240430141001,266.69268
20240430142001,263.39119
20240430143001,263.192
20240430144001,255.20032
20240430145001,259.68734
20240430150001,302.94174
20240430151001,317.24364
20240430152001,323.10133
20240430153001,256.38097
20240430154001,237.20243
20240430155001,244.05036
20240430160001,751.02651
20240430161001,890.30108
20240430162001,967.14242
20240430163001,964.30448
20240430164001,932.62259
20240430165001,806.69662
20240515090001,743.90146
20240515091001,247.60267
20240515092001,247.28287
20240515093001,540.35308
20240515094001,479.77049
20240515095001,436.82076
20240515100001,680.02658
20240515101001,793.61219
20240515102001,709.51067
20240515103001,563.30314
20240515104001,539.87439
20240515105001,570.66774
20240515110001,583.38978
20240515111001,537.23746
20240515112001,537.98238
20240515113001,575.3863
20240515114001,520.49163
20240515115001,436.25488
20240515120001,457.7609
20240515121001,460.84549
20240515122001,550.64605
20240515123001,462.33885
20240515124001,375.53169
20240515125001,367.74132
20240515130001,386.39293
20240515131001,383.83366
20240515132001,396.33081
20240515133001,393.47036
20240515134001,402.09667
20240515135001,401.3951
20240515140001,284.9202
20240515141001,266.69268
20240515142001,263.39119
20240515143001,263.192
20240515144001,255.20032
20240515145001,259.68734
20240515150001,302.94174
20240515151001,317.24364
20240515152001,323.10133
20240515153001,256.38097
20240515154001,237.20243
20240515155001,244.05036
20240515160001,751.02651
20240515161001,890.30108
20240515162001,967.14242
20240515163001,964.30448
20240515164001,932.62259
20240515165001,806.69662
20240520090001,414.14348
20240520091001,247.08359
20240520092001,254.02432
20240520093001,246.00649
20240520094001,309.60814
20240520095001,684.74104
20240520100001,842.52204
20240520101001,713.83914
20240520102001,635.57486
20240520103001,581.61631
20240520104001,551.86008
20240520105001,589.2726
20240520110001,583.38978
20240520111001,537.23746
20240520112001,537.98238
20240520113001,575.3863
20240520114001,520.49163
20240520115001,436.25488
20240520120001,457.7609
20240520121001,460.84549
20240520122001,550.64605
20240520123001,462.33885
20240520124001,375.53169
20240520125001,367.74132
20240520130001,386.39293
20240520131001,383.83366
20240520132001,396.33081
20240520133001,393.47036
20240520134001,402.09667
20240520135001,401.3951
20240520140001,284.9202
20240520141001,266.69268
20240520142001,263.39119
20240520143001,263.192
20240520144001,255.20032
20240520145001,259.68734
20240520150001,302.94174
20240520151001,317.24364
20240520152001,323.10133
20240520153001,256.38097
20240520154001,237.20243
20240520155001,244.05036
20240520160001,751.02651
20240520161001,890.30108
20240520162001,967.14242
20240520163001,964.30448
20240520164001,932.62259
20240520165001,806.69662
20240613090001,226.80059
20240613091001,231.71702
20240613092001,232.69246
20240613093001,239.57938
20240613094001,287.03467
20240613095001,510.87108
20240613100001,533.86012
20240613101001,627.4259
20240613102001,571.74082
20240613103001,565.45188
20240613104001,555.86424
20240613105001,604.92206
20240613110001,583.38978
20240613111001,537.23746
20240613112001,537.98238
20240613113001,575.3863
20240613114001,520.49163
20240613115001,436.25488
20240613120001,457.7609
20240613121001,460.84549
20240613122001,550.64605
20240613123001,462.33885
20240613124001,375.53169
20240613125001,367.74132
20240613130001,386.39293
20240613131001,383.83366
20240613132001,396.33081
20240613133001,393.47036
20240613134001,402.09667
20240613135001,401.3951
20240613140001,284.9202
20240613141001,266.69268
20240613142001,263.39119
20240613143001,263.192
20240613144001,255.20032
20240613145001,259.68734
20240613150001,302.94174
20240613151001,317.24364
20240613152001,323.10133
20240613153001,256.38097
20240613154001,237.20243
20240613155001,244.05036
20240613160001,751.02651
20240613161001,890.30108
20240613162001,967.14242
20240613163001,964.30448
20240613164001,932.62259
20240613165001,806.69662
20240615090001,624.20523
20240615091001,230.38106
20240615092001,224.65008
20240615093001,329.2764
20240615094001,662.73564
20240615095001,467.05835
20240615100001,702.70482
20240615101001,725.78676
20240615102001,682.61759
20240615103001,553.1181
20240615104001,515.27907
20240615105001,576.93515
20240615110001,583.38978
20240615111001,537.23746
20240615112001,537.98238
20240615113001,575.3863
20240615114001,520.49163
20240615115001,436.25488
20240615120001,457.7609
20240615121001,460.84549
20240615122001,550.64605
20240615123001,462.33885
20240615124001,375.53169
20240615125001,367.74132
20240615130001,386.39293
20240615131001,383.83366
20240615132001,396.33081
20240615133001,393.47036
20240615134001,402.09667
20240615135001,401.3951
20240615140001,284.9202
20240615141001,266.69268
20240615142001,263.39119
20240615143001,263.192
20240615144001,255.20032
20240615145001,259.68734
20240615150001,302.94174
20240615151001,317.24364
20240615152001,323.10133
20240615153001,256.38097
20240615154001,237.20243
20240615155001,244.05036
20240615160001,751.02651
20240615161001,890.30108
20240615162001,967.14242
20240615163001,964.30448
20240615164001,932.62259
20240615165001,806.69662
20240703090001,685.63416
20240703091001,375.50204
20240703092001,236.65778
20240703093001,329.98954
20240703094001,601.01758
20240703095001,520.93742
20240703100001,657.18241
20240703101001,685.32717
20240703102001,674.83255
20240703103001,548.79789
20240703104001,507.68728
20240703105001,586.49601
20240703110001,583.38978
20240703111001,537.23746
20240703112001,537.98238
20240703113001,575.3863
20240703114001,520.49163
20240703115001,436.25488
20240703120001,457.7609
20240703121001,460.84549
20240703122001,550.64605
20240703123001,462.33885
20240703124001,375.53169
20240703125001,367.74132
20240703130001,386.39293
20240703131001,383.83366
20240703132001,396.33081
20240703133001,393.47036
20240703134001,402.09667
20240703135001,401.3951
20240703140001,284.9202
20240703141001,266.69268
20240703142001,263.39119
20240703143001,263.192
20240703144001,255.20032
20240703145001,259.68734
20240703150001,302.94174
20240703151001,317.24364
20240703152001,323.10133
20240703153001,256.38097
20240703154001,237.20243
20240703155001,244.05036
20240703160001,751.02651
20240703161001,890.30108
20240703162001,967.14242
20240703163001,964.30448
20240703164001,932.62259
20240703165001,806.69662
20240707090001,694.58399
20240707091001,305.63448
20240707092001,236.24316
20240707093001,377.9972
20240707094001,672.38327
20240707095001,542.13903
20240707100001,682.14683
20240707101001,713.27375
20240707102001,674.71741
20240707103001,549.67511
20240707104001,507.20393
20240707105001,585.5851
20240707110001,583.38978
20240707111001,537.23746
20240707112001,537.98238
20240707113001,575.3863
20240707114001,520.49163
20240707115001,436.25488
20240707120001,457.7609
20240707121001,460.84549
20240707122001,550.64605
20240707123001,462.33885
20240707124001,375.53169
20240707125001,367.74132
20240707130001,386.39293
20240707131001,383.83366
20240707132001,396.33081
20240707133001,393.47036
20240707134001,402.09667
20240707135001,401.3951
20240707140001,284.9202
20240707141001,266.69268
20240707142001,263.39119
20240707143001,263.192
20240707144001,255.20032
20240707145001,259.68734
20240707150001,302.94174
20240707151001,317.24364
20240707152001,323.10133
20240707153001,256.38097
20240707154001,237.20243
20240707155001,244.05036
20240707160001,751.02651
20240707161001,890.30108
20240707162001,967.14242
20240707163001,964.30448
20240707164001,932.62259
20240707165001,806.69662
20240125090002,196.8382
20240125091002,222.32801
20240125092002,251.97287
20240125093002,258.0626
20240125094002,300.43595
20240125095002,296.22363
20240125100002,305.37473
20240125101002,532.87943
20240125102002,595.75459
20240125103002,576.87288
20240125104002,571.6721
20240125105002,612.10548
20240125110002,583.38978
20240125111002,537.23746
20240125112002,537.98238
20240125113002,575.3863
20240125114002,520.49163
20240125115002,436.25488
20240125120002,457.7609
20240125121002,460.84549
20240125122002,550.64605
20240125123002,462.33885
20240125124002,375.53169
20240125125002,367.74132
20240125130002,386.39293
20240125131002,383.83366
20240125132002,396.33081
20240125133002,393.47036
20240125134002,402.09667
20240125135002,401.3951
20240125140002,284.9202
20240125141002,266.69268
20240125142002,263.39119
20240125143002,263.192
20240125144002,255.20032
20240125145002,259.68734
20240125150002,302.94174
20240125151002,317.24364
20240125152002,323.10133
20240125153002,256.38097
20240125154002,237.20243
20240125155002,244.05036
20240125160002,751.02651
20240125161002,890.30108
20240125162002,967.14242
20240125163002,964.30448
20240125164002,932.62259
20240125165002,806.69662
20240128090002,190.33399
20240128091002,226.14986
20240128092002,267.71153
20240128093002,266.02904
20240128094002,337.02625
20240128095002,299.30478
20240128100002,296.27475
20240128101002,531.38316
20240128102002,571.0161
20240128103002,569.71226
20240128104002,575.76464
20240128105002,618.37162
20240128110002,583.38978
20240128111002,537.23746
20240128112002,537.98238
20240128113002,575.3863
20240128114002,520.49163
20240128115002,436.25488
20240128120002,457.7609
20240128121002,460.84549
20240128122002,550.64605
20240128123002,462.33885
20240128124002,375.53169
20240128125002,367.74132
20240128130002,386.39293
20240128131002,383.83366
20240128132002,396.33081
20240128133002,393.47036
20240128134002,402.09667
20240128135002,401.3951
20240128140002,284.9202
20240128141002,266.69268
20240128142002,263.39119
20240128143002,263.192
20240128144002,255.20032
20240128145002,259.68734
20240128150002,302.94174
20240128151002,317.24364
20240128152002,323.10133
20240128153002,256.38097
20240128154002,237.20243
20240128155002,244.05036
20240128160002,751.02651
20240128161002,890.30108
20240128162002,967.14242
20240128163002,964.30448
20240128164002,932.62259
20240128165002,806.69662
20240213090002,822.97551
20240213091002,325.78562
20240213092002,224.09101
20240213093002,242.9513
20240213094002,339.49651
20240213095002,550.24095
20240213100002,636.32126
20240213101002,699.21877
20240213102002,635.34772
20240213103002,536.0219
20240213104002,514.13742
20240213105002,650.45616
20240213110002,583.38978
20240213111002,537.23746
20240213112002,537.98238
20240213113002,575.3863
20240213114002,520.49163
20240213115002,436.25488
20240213120002,457.7609
20240213121002,460.84549
20240213122002,550.64605
20240213123002,462.33885
20240213124002,375.53169
20240213125002,367.74132
20240213130002,386.39293
20240213131002,383.83366
20240213132002,396.33081
20240213133002,393.47036
20240213134002,402.09667
20240213135002,401.3951
20240213140002,284.9202
20240213141002,266.69268
20240213142002,263.39119
20240213143002,263.192
20240213144002,255.20032
20240213145002,259.68734
20240213150002,302.94174
20240213151002,317.24364
20240213152002,323.10133
20240213153002,256.38097
20240213154002,237.20243
20240213155002,244.05036
20240213160002,751.02651
20240213161002,890.30108
20240213162002,967.14242
20240213163002,964.30448
20240213164002,932.62259
20240213165002,806.69662
20240226090002,207.12411
20240226091002,232.75103
20240226092002,271.06233
20240226093002,264.77326
20240226094002,286.81506
20240226095002,323.92473
20240226100002,351.77609
20240226101002,559.36301
20240226102002,597.76938
20240226103002,577.78029
20240226104002,574.6283
20240226105002,612.32891
20240226110002,583.38978
20240226111002,537.23746
20240226112002,537.98238
20240226113002,575.3863
20240226114002,520.49163
20240226115002,436.25488
20240226120002,457.7609
20240226121002,460.84549
20240226122002,550.64605
20240226123002,462.33885
20240226124002,375.53169
20240226125002,367.74132
20240226130002,386.39293
20240226131002,383.83366
20240226132002,396.33081
20240226133002,393.47036
20240226134002,402.09667
20240226135002,401.3951
20240226140002,284.9202
20240226141002,266.69268
20240226142002,263.39119
20240226143002,263.192
20240226144002,255.20032
20240226145002,259.68734
20240226150002,302.94174
20240226151002,317.24364
20240226152002,323.10133
20240226153002,256.38097
20240226154002,237.20243
20240226155002,244.05036
20240226160002,751.02651
20240226161002,890.30108
20240226162002,967.14242
20240226163002,964.30448
20240226164002,932.62259
20240226165002,806.69662
20240319090002,196.36632
20240319091002,320.06459
20240319092002,241.14005
20240319093002,250.25529
20240319094002,398.7207
20240319095002,438.78448
20240319100002,316.2433
20240319101002,532.61133
20240319102002,564.66431
20240319103002,561.81034
20240319104002,563.00613
20240319105002,622.24305
20240319110002,583.38978
20240319111002,537.23746
20240319112002,537.98238
20240319113002,575.3863
20240319114002,520.49163
20240319115002,436.25488
20240319120002,457.7609
20240319121002,460.84549
20240319122002,550.64605
20240319123002,462.33885
20240319124002,375.53169
20240319125002,367.74132
20240319130002,386.39293
20240319131002,383.83366
20240319132002,396.33081
20240319133002,393.47036
20240319134002,402.09667
20240319135002,401.3951
20240319140002,284.9202
20240319141002,266.69268
20240319142002,263.39119
20240319143002,263.192
20240319144002,255.20032
20240319145002,259.68734
20240319150002,302.94174
20240319151002,317.24364
20240319152002,323.10133
20240319153002,256.38097
20240319154002,237.20243
20240319155002,244.05036
20240319160002,751.02651
20240319161002,890.30108
20240319162002,967.14242
20240319163002,964.30448
20240319164002,932.62259
20240319165002,806.69662
20240427090002,252.47819
20240427091002,282.4948
20240427092002,242.99828
20240427093002,253.21327
20240427094002,296.59158
20240427095002,495.22399
20240427100002,632.42458
20240427101002,698.23887
20240427102002,597.73469
20240427103002,574.51885
20240427104002,564.89948
20240427105002,614.76858
20240427110002,583.38978
20240427111002,537.23746
20240427112002,537.98238
20240427113002,575.3863
20240427114002,520.49163
20240427115002,436.25488
20240427120002,457.7609
20240427121002,460.84549
20240427122002,550.64605
20240427123002,462.33885
20240427124002,375.53169
20240427125002,367.74132
20240427130002,386.39293
20240427131002,383.83366
20240427132002,396.33081
20240427133002,393.47036
20240427134002,402.09667
20240427135002,401.3951
20240427140002,284.9202
20240427141002,266.69268
20240427142002,263.39119
20240427143002,263.192
20240427144002,255.20032
20240427145002,259.68734
20240427150002,302.94174
20240427151002,317.24364
20240427152002,323.10133
20240427153002,256.38097
20240427154002,237.20243
20240427155002,244.05036
20240427160002,751.02651
20240427161002,890.30108
20240427162002,967.14242
20240427163002,964.30448
20240427164002,932.62259
20240427165002,806.69662
20240508090002,257.52644
20240508091002,244.35387
20240508092002,241.86177
20240508093002,267.40008
20240508094002,315.10457
20240508095002,537.17946
20240508100002,710.01722
20240508101002,716.64128
20240508102002,602.32825
20240508103002,578.18496
20240508104002,556.35024
20240508105002,603.88444
20240508110002,583.38978
20240508111002,537.23746
20240508112002,537.98238
20240508113002,575.3863
20240508114002,520.49163
20240508115002,436.25488
20240508120002,457.7609
20240508121002,460.84549
20240508122002,550.64605
20240508123002,462.33885
20240508124002,375.53169
20240508125002,367.74132
20240508130002,386.39293
20240508131002,383.83366
20240508132002,396.33081
20240508133002,393.47036
20240508134002,402.09667
20240508135002,401.3951
20240508140002,284.9202
20240508141002,266.69268
20240508142002,263.39119
20240508143002,263.192
20240508144002,255.20032
20240508145002,259.68734
20240508150002,302.94174
20240508151002,317.24364
20240508152002,323.10133
20240508153002,256.38097
20240508154002,237.20243
20240508155002,244.05036
20240508160002,751.02651
20240508161002,890.30108
20240508162002,967.14242
20240508163002,964.30448
20240508164002,932.62259
20240508165002,806.69662
20240705090002,650.63053
20240705091002,344.10482
20240705092002,232.90898
20240705093002,454.61505
20240705094002,390.33244
20240705095002,618.84883
20240705100002,671.39822
20240705101002,651.83578
20240705102002,645.785
20240705103002,550.81393
20240705104002,506.7778
20240705105002,590.29629
20240705110002,583.38978
20240705111002,537.23746
20240705112002,537.98238
20240705113002,575.3863
20240705114002,520.49163
20240705115002,436.25488
20240705120002,457.7609
20240705121002,460.84549
20240705122002,550.64605
20240705123002,462.33885
20240705124002,375.53169
20240705125002,367.74132
20240705130002,386.39293
20240705131002,383.83366
20240705132002,396.33081
20240705133002,393.47036
20240705134002,402.09667
20240705135002,401.3951
20240705140002,284.9202
20240705141002,266.69268
20240705142002,263.39119
20240705143002,263.192
20240705144002,255.20032
20240705145002,259.68734
20240705150002,302.94174
20240705151002,317.24364
20240705152002,323.10133
20240705153002,256.38097
20240705154002,237.20243
20240705155002,244.05036
20240705160002,751.02651
20240705161002,890.30108
20240705162002,967.14242
20240705163002,964.30448
20240705164002,932.62259
20240705165002,806.69662
20240707090002,647.69681
20240707091002,378.76978
20240707092002,237.00778
20240707093002,462.55303
20240707094002,515.34943
20240707095002,520.87783
20240707100002,629.4817
20240707101002,646.63143
20240707102002,651.53268
20240707103002,550.06755
20240707104002,508.9635
20240707105002,586.49601
20240707110002,583.38978
20240707111002,537.23746
20240707112002,537.98238
20240707113002,575.3863
20240707114002,520.49163
20240707115002,436.25488
20240707120002,457.7609
20240707121002,460.84549
20240707122002,550.64605
20240707123002,462.33885
20240707124002,375.53169
20240707125002,367.74132
20240707130002,386.39293
20240707131002,383.83366
20240707132002,396.33081
20240707133002,393.47036
20240707134002,402.09667
20240707135002,401.3951
20240707140002,284.9202
20240707141002,266.69268
20240707142002,263.39119
20240707143002,263.192
20240707144002,255.20032
20240707145002,259.68734
20240707150002,302.94174
20240707151002,317.24364
20240707152002,323.10133
20240707153002,256.38097
20240707154002,237.20243
20240707155002,244.05036
20240707160002,751.02651
20240707161002,890.30108
20240707162002,967.14242
20240707163002,964.30448
20240707164002,932.62259
20240707165002,806.69662
20240317090003,954.65506
20240317091003,224.08608
20240317092003,253.96236
20240317093003,390.31702
20240317094003,868.18761
20240317095003,543.38675
20240317100003,668.27653
20240317101003,671.57438
20240317102003,598.01462
20240317103003,558.97019
20240317104003,550.76103
20240317105003,610.40688
20240317110003,583.38978
20240317111003,537.23746
20240317112003,537.98238
20240317113003,575.3863
20240317114003,520.49163
20240317115003,436.25488
20240317120003,457.7609
20240317121003,460.84549
20240317122003,550.64605
20240317123003,462.33885
20240317124003,375.53169
20240317125003,367.74132
20240317130003,386.39293
20240317131003,383.83366
20240317132003,396.33081
20240317133003,393.47036
20240317134003,402.09667
20240317135003,401.3951
20240317140003,284.9202
20240317141003,266.69268
20240317142003,263.39119
20240317143003,263.192
20240317144003,255.20032
20240317145003,259.68734
20240317150003,302.94174
20240317151003,317.24364
20240317152003,323.10133
20240317153003,256.38097
20240317154003,237.20243
20240317155003,244.05036
20240317160003,751.02651
20240317161003,890.30108
20240317162003,967.14242
20240317163003,964.30448
20240317164003,932.62259
20240317165003,806.69662
20240414090003,840.75628
20240414091003,257.06561
20240414092003,234.79657
20240414093003,428.774
20240414094003,394.13641
20240414095003,434.28744
20240414100003,650.52951
20240414101003,841.24901
20240414102003,707.17179
20240414103003,566.75249
20240414104003,547.79898
20240414105003,574.48232
20240414110003,583.38978
20240414111003,537.23746
20240414112003,537.98238
20240414113003,575.3863
20240414114003,520.49163
20240414115003,436.25488
20240414120003,457.7609
20240414121003,460.84549
20240414122003,550.64605
20240414123003,462.33885
20240414124003,375.53169
20240414125003,367.74132
20240414130003,386.39293
20240414131003,383.83366
20240414132003,396.33081
20240414133003,393.47036
20240414134003,402.09667
20240414135003,401.3951
20240414140003,284.9202
20240414141003,266.69268
20240414142003,263.39119
20240414143003,263.192
20240414144003,255.20032
20240414145003,259.68734
20240414150003,302.94174
20240414151003,317.24364
20240414152003,323.10133
20240414153003,256.38097
20240414154003,237.20243
20240414155003,244.05036
20240414160003,751.02651
20240414161003,890.30108
20240414162003,967.14242
20240414163003,964.30448
20240414164003,932.62259
20240414165003,806.69662
20240524090003,231.27431
20240524091003,234.68873
20240524092003,249.82983
20240524093003,254.09888
20240524094003,301.40722
20240524095003,535.44565
20240524100003,632.29809
20240524101003,716.87606
20240524102003,599.83719
20240524103003,577.63435
20240524104003,563.43282
20240524105003,612.04092
20240524110003,583.38978
20240524111003,537.23746
20240524112003,537.98238
20240524113003,575.3863
20240524114003,520.49163
20240524115003,436.25488
20240524120003,457.7609
20240524121003,460.84549
20240524122003,550.64605
20240524123003,462.33885
20240524124003,375.53169
20240524125003,367.74132
20240524130003,386.39293
20240524131003,383.83366
20240524132003,396.33081
20240524133003,393.47036
20240524134003,402.09667
20240524135003,401.3951
20240524140003,284.9202
20240524141003,266.69268
20240524142003,263.39119
20240524143003,263.192
20240524144003,255.20032
20240524145003,259.68734
20240524150003,302.94174
20240524151003,317.24364
20240524152003,323.10133
20240524153003,256.38097
20240524154003,237.20243
20240524155003,244.05036
20240524160003,751.02651
20240524161003,890.30108
20240524162003,967.14242
20240524163003,964.30448
20240524164003,932.62259
20240524165003,806.69662
20240526090003,235.79978
20240526091003,233.19467
20240526092003,255.65961
20240526093003,252.84422
20240526094003,282.40725
20240526095003,550.33937
20240526100003,691.36141
20240526101003,715.63793
20240526102003,602.17131
20240526103003,579.2283
20240526104003,558.29818
20240526105003,609.50448
20240526110003,583.38978
20240526111003,537.23746
20240526112003,537.98238
20240526113003,575.3863
20240526114003,520.49163
20240526115003,436.25488
20240526120003,457.7609
20240526121003,460.84549
20240526122003,550.64605
20240526123003,462.33885
20240526124003,375.53169
20240526125003,367.74132
20240526130003,386.39293
20240526131003,383.83366
